;Station_id;date_from;date_to;altitude;latitude;longitude;name;state
15951;19770101;2003-12-31;280;49.2121;7.5882;Pirmasens (KlÃ¤ranlage);Rheinland-Pfalz;Frei
15963;19530101;2003-12-31;40;51.3258;6.5089;St. TÃ¶nis;Nordrhein-Westfalen;Frei
15964;18810101;1954-12-31;45;51.33;6.56;Krefeld-Mitte;Nordrhein-Westfalen;Frei
15965;19700101;1983-12-31;350;50.3102;9.7838;BrÃ¼ckenau, Bad (Elisabethenho;Bayern;Frei
15979;19480101;1978-12-31;426;49.9311;7.5153;Sargenroth;Rheinland-Pfalz;Frei
16085;19610101;1961-12-31;8;53.5874;8.6011;Leherheide;Bremen;Frei
19087;19580101;1994-12-31;645;48.8049;13.5528;Freyung vorm Wald;Bayern;Frei
19171;20210101;2024-12-31;13;54.0039;9.8555;Hasenkrug-Hardebek;Schleswig-Holstein;Frei
19172;20210101;2024-12-31;48;54.0246;9.388;Wacken;Schleswig-Holstein;Frei
19207;20240101;2024-12-31;16;53.8178;12.0645;GÃ¼lzow-PrÃ¼zen;Mecklenburg-Vorpomme;Frei
19318;19470101;1978-12-31;292;50.718;10.431;Schmalkalden;ThÃ¼ringen;Frei
19364;19380101;1977-12-31;720;50.6167;10.8167;Schmiedefeld/Rennsteig;ThÃ¼ringen;Frei
19378;19580101;1977-12-31;505;50.8333;10.5833;Finsterbergen;ThÃ¼ringen;Frei
19406;18870101;1960-12-31;132;51.0833;11.6333;Sulza, Bad;ThÃ¼ringen;Frei
19433;18870101;1961-12-31;316;50.8188;10.3443;Liebenstein, Bad;ThÃ¼ringen;Frei
19510;19500101;1970-12-31;159;51.1;12.33;Lucka;ThÃ¼ringen;Frei
19579;19710101;2004-12-31;875;47.8194;8.3348;Bonndorf;Baden-WÃ¼rttemberg;Frei
19580;19750101;2005-12-31;471;48.4951;9.4003;Urach, Bad/Erms;Baden-WÃ¼rttemberg;Frei
19581;19750101;2004-12-31;600;48.6671;8.47;EnzklÃ¶sterle/Schwarzwald;Baden-WÃ¼rttemberg;Frei
19582;19460101;2000-12-31;754;48.1419;8.4255;KÃ¶nigsfeld;Baden-WÃ¼rttemberg;Frei
19607;19730101;2000-12-31;615;50.6952;13.4972;CÃ¤mmerswalde-Rauschenbach;Sachsen;Frei
19617;19330101;2006-12-31;310;49.7391;10.6039;Burghaslach;Bayern;Frei
19631;18820101;1969-12-31;268;50.8083;10.2294;Salzungen;ThÃ¼ringen;Frei
19647;19510101;2004-12-31;178;49.4547;8.9794;Eberbach/Neckar;Baden-WÃ¼rttemberg;Frei
19774;19720101;1993-12-31;174;51.4814;10.8057;Nordhausen (Umspannwerk);ThÃ¼ringen;Frei
19781;18810101;1953-12-31;367;48.7429;11.4233;Ingolstadt;Bayern;Frei
19794;18810101;1954-12-31;370;49.4415;11.8529;Amberg (Mariahilfberg);Bayern;Frei
19831;19240101;1994-12-31;430;48.5957;8.729;Nagold/Nagold;Baden-WÃ¼rttemberg;Frei
19856;20250101;2024-12-31;625;47.6134;12.9819;SchÃ¶nau am KÃ¶nigssee;Bayern;Frei
19911;19640101;1985-12-31;215;50.9625;10.0663;Gerstungen/ThÃ¼ringen;ThÃ¼ringen;Frei
19940;19670101;1979-12-31;31;52.6069;11.88;Stendal/Altmark;Sachsen-Anhalt;Frei
19985;19810101;2003-12-31;455;48.8457;8.9073;Weissach/Strudelbach;Baden-WÃ¼rttemberg;Frei
19989;18810101;2011-12-31;147;50.0681;8.2603;Wiesbaden (SÃ¼dost);Hessen;Frei
20007;18810101;1934-12-31;332;50.8422;12.877;Chemnitz-Altendorf;Sachsen;Frei
20098;20260101;2024-12-31;019;48.5651;8.2284;Seebach (Nationalpark Schwarzw;Baden-WÃ¼rttemberg;Frei
